application_id,months_ago,utilization_pct
111051,8,41.89
111051,7,67.15
111051,6,64.1
111051,5,46.6
111051,4,57.87
111051,3,40.0
111051,2,42.6
111051,1,28.67
103121,12,21.31
103121,11,33.04
103121,10,9.17
103121,9,21.78
103121,8,32.54
103121,7,2.69
103121,6,17.48
103121,5,29.95
103121,4,16.31
103121,3,16.74
103121,2,27.59
103121,1,6.15
108649,12,53.42
108649,11,51.5
108649,10,34.46
108649,9,25.87
108649,8,30.69
108649,7,31.27
108649,6,37.15
108649,5,30.77
108649,4,51.99
108649,3,45.91
108649,2,30.5
108649,1,20.76
113338,12,47.32
113338,11,41.4
113338,10,37.16
113338,9,28.23
113338,8,11.27
113338,7,35.61
113338,6,33.58
113338,5,37.21
113338,4,36.97
113338,3,28.86
113338,2,30.99
113338,1,39.4
111910,12,11.34
111910,11,10.54
111910,10,14.78
111910,9,15.96
111910,8,30.22
111910,7,2.69
111910,6,2.47
111910,5,25.99
111910,4,24.33
111910,3,39.18
111910,2,8.86
111910,1,7.57
108035,12,19.06
108035,11,47.18
108035,10,24.08
108035,9,25.1
108035,8,17.59
108035,7,17.82
108035,6,11.89
108035,5,14.16
108035,4,13.37
108035,3,28.94
108035,2,24.93
108035,1,14.19
106819,12,29.03
106819,11,25.46
106819,10,37.43
106819,9,36.59
106819,8,22.37
106819,7,30.53
106819,6,30.81
106819,5,38.7
106819,4,50.67
106819,3,46.53
106819,2,33.82
106819,1,22.46
102414,12,41.15
102414,11,45.05
102414,10,46.11
102414,9,60.22
102414,8,45.06
102414,7,45.58
102414,6,38.38
102414,5,21.82
102414,4,29.86
102414,3,27.68
102414,2,35.79
102414,1,31.15
103572,12,73.64
103572,11,54.88
103572,10,61.13
103572,9,46.7
103572,8,75.3
103572,7,26.05
103572,6,52.26
103572,5,30.79
103572,4,43.74
103572,3,56.83
103572,2,37.76
103572,1,46.34
107368,12,26.91
107368,11,40.99
107368,10,11.72
107368,9,39.93
107368,8,24.67
107368,7,21.01
107368,6,28.95
107368,5,16.52
107368,4,41.17
107368,3,30.67
107368,2,28.44
107368,1,29.21
108437,12,21.55
108437,11,23.26
108437,10,31.54
108437,9,21.26
108437,8,18.56
108437,7,31.21
108437,6,34.85
108437,5,34.02
108437,4,29.74
108437,3,38.32
108437,2,3.07
108437,1,29.96
102871,12,16.79
102871,11,40.1
102871,10,29.18
102871,9,45.24
102871,8,39.71
102871,7,44.63
102871,6,23.56
102871,5,40.8
102871,4,15.94
102871,3,46.69
102871,2,23.55
102871,1,25.32
103826,12,48.79
103826,11,55.27
103826,10,59.92
103826,9,49.05
103826,8,29.58
103826,7,53.6
103826,6,74.23
103826,5,50.37
103826,4,66.19
103826,3,72.52
103826,2,55.85
103826,1,46.66
114949,12,43.54
114949,11,30.33
114949,10,35.85
114949,9,40.99
114949,8,38.52
114949,7,47.15
114949,6,35.93
114949,5,37.26
114949,4,35.47
114949,3,53.18
114949,2,44.43
114949,1,44.14
106247,12,44.43
106247,11,33.63
106247,10,44.85
106247,9,25.22
106247,8,36.29
106247,7,40.67
106247,6,20.46
106247,5,22.77
106247,4,45.04
106247,3,41.83
106247,2,21.48
106247,1,24.69
105793,12,32.58
105793,11,15.9
105793,10,31.51
105793,9,42.05
105793,8,32.99
105793,7,37.41
105793,6,48.07
105793,5,21.33
105793,4,35.08
105793,3,33.44
105793,2,43.77
105793,1,31.46
107120,12,32.89
107120,11,28.04
107120,10,39.58
107120,9,21.72
107120,8,16.73
107120,7,26.96
107120,6,29.31
107120,5,20.36
107120,4,41.69
107120,3,34.0
107120,2,43.41
107120,1,17.75
105243,12,16.74
105243,11,5.12
105243,10,24.63
105243,9,6.58
105243,8,18.32
105243,7,21.09
105243,6,11.16
105243,5,19.94
105243,4,9.63
105243,3,1.09
105243,2,18.37
105243,1,24.38
101949,12,47.33
101949,11,46.28
101949,10,27.76
101949,9,58.28
101949,8,47.5
101949,7,57.79
101949,6,43.36
101949,5,35.06
101949,4,40.75
101949,3,36.57
101949,2,40.67
101949,1,31.45
106709,12,23.87
106709,11,19.23
106709,10,24.05
106709,9,11.02
106709,8,23.14
106709,7,23.59
106709,6,5.49
106709,5,25.87
106709,4,4.64
106709,3,25.19
106709,2,22.19
106709,1,23.13
111216,12,49.63
111216,11,45.04
111216,10,55.04
111216,9,43.87
111216,8,44.01
111216,7,30.22
111216,6,54.28
111216,5,53.54
111216,4,52.67
111216,3,51.73
111216,2,30.63
111216,1,59.08
113482,12,15.72
113482,11,28.64
113482,10,48.83
113482,9,24.5
113482,8,40.66
113482,7,19.27
113482,6,30.09
113482,5,11.41
113482,4,41.99
113482,3,32.64
113482,2,21.96
113482,1,39.18
102029,12,9.23
102029,11,5.83
102029,10,23.7
102029,9,17.22
102029,8,16.31
102029,7,20.36
102029,6,14.78
102029,5,14.94
102029,4,27.77
102029,3,1.29
102029,2,26.0
102029,1,4.31
110027,12,27.37
110027,11,24.11
110027,10,22.93
110027,9,0.0
110027,8,44.02
110027,7,0.28
110027,6,35.73
110027,5,26.93
110027,4,0.0
110027,3,20.64
110027,2,15.53
110027,1,33.2
107059,12,44.74
107059,11,36.06
107059,10,44.38
107059,9,44.0
107059,8,54.57
107059,7,36.53
107059,6,28.59
107059,5,39.4
107059,4,36.93
107059,3,48.64
107059,2,45.57
107059,1,39.66
113568,12,54.31
113568,11,36.24
113568,10,48.73
113568,9,51.33
113568,8,46.16
113568,7,56.46
113568,6,50.07
113568,5,50.3
113568,4,50.44
113568,3,37.91
113568,2,48.43
113568,1,55.46
103005,12,57.59
103005,11,45.67
103005,10,44.88
103005,9,61.65
103005,8,55.46
103005,7,50.31
103005,6,47.58
103005,5,57.29
103005,4,50.0
103005,3,51.8
103005,2,61.89
103005,1,51.28
108904,12,41.27
108904,11,39.93
108904,10,27.26
108904,9,39.74
108904,8,42.23
108904,7,58.56
108904,6,37.38
108904,5,33.21
108904,4,39.74
108904,3,12.35
108904,2,35.85
108904,1,16.75
114601,12,19.72
114601,11,25.12
114601,10,9.11
114601,9,22.25
114601,8,19.51
114601,7,7.11
114601,6,2.81
114601,5,1.22
114601,4,0.0
114601,3,9.67
114601,2,18.32
114601,1,0.0
109163,12,19.23
109163,11,39.92
109163,10,37.78
109163,9,38.27
109163,8,39.75
109163,7,43.31
109163,6,28.53
109163,5,43.15
109163,4,29.98
109163,3,39.41
109163,2,44.22
109163,1,29.07
114207,12,36.71
114207,11,10.7
114207,10,5.2
114207,9,14.12
114207,8,26.45
114207,7,3.38
114207,6,14.4
114207,5,3.96
114207,4,13.84
114207,3,15.09
114207,2,8.32
114207,1,7.62
113841,12,56.79
113841,11,53.24
113841,10,65.38
113841,9,40.43
113841,8,48.0
113841,7,51.81
113841,6,42.9
113841,5,68.29
113841,4,60.88
113841,3,48.84
113841,2,52.75
113841,1,52.57
111225,12,5.81
111225,11,0.0
111225,10,20.61
111225,9,22.58
111225,8,19.0
111225,7,9.58
111225,6,16.51
111225,5,10.0
111225,4,14.24
111225,3,2.18
111225,2,27.19
111225,1,13.41
102346,12,0.0
102346,11,10.9
102346,10,11.26
102346,9,0.0
102346,8,10.15
102346,7,15.77
102346,6,25.56
102346,5,5.78
102346,4,4.51
102346,3,34.87
102346,2,2.62
102346,1,9.53
102520,12,31.35
102520,11,42.97
102520,10,17.39
102520,9,30.02
102520,8,5.79
102520,7,24.77
102520,6,11.29
102520,5,31.86
102520,4,10.38
102520,3,7.02
102520,2,17.88
102520,1,10.86
111825,12,55.88
111825,11,65.67
111825,10,51.24
111825,9,63.58
111825,8,51.69
111825,7,46.38
111825,6,76.47
111825,5,61.92
111825,4,66.64
111825,3,50.95
111825,2,62.52
111825,1,66.11
102521,12,26.06
102521,11,5.83
102521,10,13.36
102521,9,34.16
102521,8,26.67
102521,7,18.71
102521,6,27.47
102521,5,5.25
102521,4,16.62
102521,3,21.45
102521,2,0.0
102521,1,17.31
114455,12,21.31
114455,11,26.07
114455,10,30.49
114455,9,13.12
114455,8,28.65
114455,7,32.06
114455,6,30.56
114455,5,23.74
114455,4,25.72
114455,3,43.71
114455,2,20.88
114455,1,21.71
104974,12,6.68
104974,11,0.88
104974,10,14.35
104974,9,26.03
104974,8,0.0
104974,7,0.0
104974,6,10.59
104974,5,2.76
104974,4,14.52
104974,3,12.34
104974,2,0.0
104974,1,17.43
104427,12,28.69
104427,11,31.59
104427,10,23.71
104427,9,41.69
104427,8,35.94
104427,7,43.07
104427,6,31.28
104427,5,17.6
104427,4,23.5
104427,3,30.15
104427,2,10.34
104427,1,32.38
104398,12,29.04
104398,11,41.41
104398,10,47.02
104398,9,40.02
104398,8,32.03
104398,7,27.97
104398,6,20.48
104398,5,46.79
104398,4,13.81
104398,3,36.84
104398,2,48.17
104398,1,27.51
107795,12,31.53
107795,11,30.72
107795,10,16.65
107795,9,34.64
107795,8,21.91
107795,7,33.85
107795,6,28.03
107795,5,34.86
107795,4,27.85
107795,3,24.78
107795,2,24.28
107795,1,11.12
111357,12,49.35
111357,11,44.75
111357,10,49.74
111357,9,50.35
111357,8,62.21
111357,7,38.96
111357,6,54.58
111357,5,46.64
111357,4,24.3
111357,3,46.87
111357,2,54.15
111357,1,46.61
112732,12,20.81
112732,11,5.48
112732,10,0.0
112732,9,19.25
112732,8,25.27
112732,7,2.02
112732,6,33.4
112732,5,9.2
112732,4,21.19
112732,3,18.37
112732,2,29.31
112732,1,31.64
106842,12,50.37
106842,11,44.29
106842,10,43.31
106842,9,37.5
106842,8,33.69
106842,7,51.95
106842,6,56.28
106842,5,46.3
106842,4,29.47
106842,3,37.05
106842,2,36.59
106842,1,27.98
103974,12,29.54
103974,11,27.55
103974,10,14.33
103974,9,43.36
103974,8,17.73
103974,7,39.37
103974,6,28.5
103974,5,33.36
103974,4,36.18
103974,3,28.67
103974,2,48.2
103974,1,33.34
110792,12,48.54
110792,11,18.81
110792,10,29.93
110792,9,29.19
110792,8,32.05
110792,7,23.74
110792,6,28.16
110792,5,37.93
110792,4,15.75
110792,3,15.23
110792,2,14.35
110792,1,15.28
110540,12,18.74
110540,11,47.45
110540,10,39.78
110540,9,30.08
110540,8,46.65
110540,7,22.66
110540,6,30.77
110540,5,43.55
110540,4,36.05
110540,3,27.77
110540,2,31.71
110540,1,52.97
110271,12,51.83
110271,11,42.32
110271,10,67.6
110271,9,63.54
110271,8,60.05
110271,7,54.01
110271,6,50.4
110271,5,53.27
110271,4,46.61
110271,3,54.67
110271,2,44.1
110271,1,42.45
104226,12,10.27
104226,11,39.79
104226,10,31.84
104226,9,30.23
104226,8,36.23
104226,7,25.94
104226,6,30.59
104226,5,12.31
104226,4,33.9
104226,3,13.24
104226,2,32.9
104226,1,51.92
102688,12,32.06
102688,11,28.48
102688,10,13.82
102688,9,8.01
102688,8,38.43
102688,7,26.57
102688,6,54.08
102688,5,28.7
102688,4,36.79
102688,3,34.49
102688,2,35.0
102688,1,23.49
111227,12,43.31
111227,11,42.8
111227,10,48.17
111227,9,35.58
111227,8,41.89
111227,7,23.83
111227,6,30.43
111227,5,36.98
111227,4,13.3
111227,3,28.47
111227,2,30.61
111227,1,35.49
110687,12,53.9
110687,11,69.49
110687,10,48.74
110687,9,63.87
110687,8,44.68
110687,7,41.05
110687,6,48.72
110687,5,49.7
110687,4,44.6
110687,3,51.06
110687,2,43.89
110687,1,43.08
106150,12,39.47
106150,11,56.95
106150,10,47.69
106150,9,33.34
106150,8,46.95
106150,7,45.12
106150,6,33.74
106150,5,37.94
106150,4,42.3
106150,3,40.61
106150,2,45.89
106150,1,51.51
105476,12,43.4
105476,11,28.11
105476,10,35.32
105476,9,33.28
105476,8,29.52
105476,7,38.52
105476,6,18.94
105476,5,25.52
105476,4,30.42
105476,3,50.16
105476,2,26.02
105476,1,28.5
101432,12,35.09
101432,11,17.44
101432,10,19.29
101432,9,30.96
101432,8,23.78
101432,7,25.53
101432,6,9.49
101432,5,31.69
101432,4,36.09
101432,3,13.31
101432,2,14.31
101432,1,11.35
103664,12,11.08
103664,11,26.02
103664,10,0.0
103664,9,5.26
103664,8,16.3
103664,7,4.87
103664,6,5.55
103664,5,7.93
103664,4,5.65
103664,3,8.72
103664,2,13.74
103664,1,13.71
110334,12,35.07
110334,11,40.55
110334,10,56.13
110334,9,53.47
110334,8,41.3
110334,7,37.61
110334,6,60.81
110334,5,69.98
110334,4,53.43
110334,3,64.21
110334,2,28.08
110334,1,45.92
114449,12,34.54
114449,11,32.26
114449,10,13.23
114449,9,28.46
114449,8,22.49
114449,7,11.24
114449,6,16.05
114449,5,15.2
114449,4,10.1
114449,3,2.63
114449,2,35.16
114449,1,23.63
105272,12,30.73
105272,11,8.79
105272,10,20.46
105272,9,24.12
105272,8,0.99
105272,7,40.25
105272,6,19.71
105272,5,26.44
105272,4,21.57
105272,3,28.17
105272,2,11.92
105272,1,37.7
114069,12,27.03
114069,11,31.87
114069,10,29.89
114069,9,19.79
114069,8,45.78
114069,7,30.12
114069,6,39.17
114069,5,48.82
114069,4,35.17
114069,3,25.49
114069,2,40.46
114069,1,45.05
114445,12,21.68
114445,11,3.31
114445,10,31.95
114445,9,35.73
114445,8,46.41
114445,7,30.21
114445,6,18.0
114445,5,15.08
114445,4,30.76
114445,3,56.23
114445,2,40.11
114445,1,38.46
102229,12,55.8
102229,11,47.25
102229,10,43.68
102229,9,62.05
102229,8,42.91
102229,7,47.42
102229,6,65.73
102229,5,59.89
102229,4,59.43
102229,3,57.0
102229,2,67.23
102229,1,67.83
103631,12,62.33
103631,11,40.53
103631,10,38.01
103631,9,58.37
103631,8,62.87
103631,7,24.76
103631,6,47.34
103631,5,45.08
103631,4,41.87
103631,3,46.81
103631,2,38.08
103631,1,36.27
106279,12,32.46
106279,11,38.58
106279,10,27.14
106279,9,30.73
106279,8,44.94
106279,7,26.72
106279,6,38.14
106279,5,37.07
106279,4,59.95
106279,3,35.31
106279,2,34.78
106279,1,35.25
101868,12,39.14
101868,11,24.42
101868,10,22.25
101868,9,16.8
101868,8,18.84
101868,7,9.85
101868,6,31.29
101868,5,10.75
101868,4,21.17
101868,3,23.93
101868,2,30.13
101868,1,21.82
106536,12,28.33
106536,11,41.53
106536,10,45.14
106536,9,41.81
106536,8,46.57
106536,7,39.4
106536,6,53.56
106536,5,30.3
106536,4,48.64
106536,3,51.61
106536,2,55.38
106536,1,37.73
101287,12,14.22
101287,11,14.96
101287,10,29.54
101287,9,33.86
101287,8,15.0
101287,7,32.44
101287,6,9.44
101287,5,25.51
101287,4,21.99
101287,3,46.93
101287,2,15.28
101287,1,28.63
114758,12,25.06
114758,11,42.52
114758,10,10.05
114758,9,28.1
114758,8,18.82
114758,7,20.54
114758,6,11.57
114758,5,39.66
114758,4,26.21
114758,3,14.38
114758,2,17.72
114758,1,9.09
107834,12,13.98
107834,11,11.67
107834,10,29.33
107834,9,22.91
107834,8,36.45
107834,7,32.87
107834,6,28.29
107834,5,31.88
107834,4,32.07
107834,3,38.98
107834,2,23.9
107834,1,44.61
114261,12,30.39
114261,11,31.13
114261,10,23.04
114261,9,28.76
114261,8,22.71
114261,7,20.31
114261,6,25.82
114261,5,35.4
114261,4,6.36
114261,3,32.29
114261,2,21.5
114261,1,19.07
104043,12,5.02
104043,11,0.0
104043,10,31.68
104043,9,22.49
104043,8,22.77
104043,7,33.51
104043,6,21.44
104043,5,29.53
104043,4,11.3
104043,3,21.45
104043,2,11.77
104043,1,17.12
112404,12,25.21
112404,11,18.22
112404,10,35.55
112404,9,29.43
112404,8,40.06
112404,7,29.64
112404,6,22.32
112404,5,42.83
112404,4,27.38
112404,3,28.36
112404,2,12.42
112404,1,29.54
102920,12,32.86
102920,11,26.02
102920,10,18.29
102920,9,39.49
102920,8,35.07
102920,7,29.5
102920,6,33.17
102920,5,45.19
102920,4,29.33
102920,3,32.38
102920,2,45.04
102920,1,62.43
108104,12,41.78
108104,11,38.49
108104,10,51.88
108104,9,45.72
108104,8,56.08
108104,7,63.61
108104,6,45.39
108104,5,62.71
108104,4,51.03
108104,3,45.46
108104,2,55.21
108104,1,55.49
103062,12,5.72
103062,11,29.86
103062,10,0.0
103062,9,7.84
103062,8,17.1
103062,7,39.95
103062,6,7.84
103062,5,10.81
103062,4,0.01
103062,3,14.15
103062,2,9.14
103062,1,2.48
109140,12,1.53
109140,11,37.75
109140,10,19.59
109140,9,2.17
109140,8,11.67
109140,7,5.76
109140,6,31.61
109140,5,25.28
109140,4,11.81
109140,3,11.82
109140,2,18.89
109140,1,6.56
101434,12,30.37
101434,11,30.83
101434,10,19.04
101434,9,33.44
101434,8,27.4
101434,7,22.09
101434,6,18.19
101434,5,14.81
101434,4,25.39
101434,3,6.3
101434,2,13.63
101434,1,7.6
106887,12,59.29
106887,11,44.2
106887,10,31.06
106887,9,44.52
106887,8,61.59
106887,7,41.5
106887,6,45.37
106887,5,45.35
106887,4,43.53
106887,3,43.3
106887,2,46.42
106887,1,39.3
100902,12,65.6
100902,11,52.67
100902,10,51.77
100902,9,51.89
100902,8,46.14
100902,7,53.3
100902,6,65.72
100902,5,48.28
100902,4,57.95
100902,3,48.48
100902,2,63.58
100902,1,61.7
109916,12,43.41
109916,11,59.28
109916,10,50.79
109916,9,58.17
109916,8,39.21
109916,7,39.92
109916,6,53.01
109916,5,52.35
109916,4,40.52
109916,3,46.99
109916,2,59.01
109916,1,54.0
110330,12,64.3
110330,11,53.46
110330,10,44.86
110330,9,41.11
110330,8,46.0
110330,7,47.88
110330,6,49.51
110330,5,68.88
110330,4,40.15
110330,3,31.47
110330,2,55.24
110330,1,38.77
112227,12,53.99
112227,11,61.44
112227,10,69.21
112227,9,57.51
112227,8,56.69
112227,7,68.01
112227,6,47.71
112227,5,38.09
112227,4,52.69
112227,3,55.57
112227,2,25.15
112227,1,63.45
109758,12,21.06
109758,11,10.34
109758,10,2.47
109758,9,13.13
109758,8,33.18
109758,7,0.0
109758,6,0.0
109758,5,0.92
109758,4,1.93
109758,3,7.94
109758,2,28.79
109758,1,13.09
114074,12,30.11
114074,11,45.77
114074,10,26.02
114074,9,15.1
114074,8,30.6
114074,7,13.21
114074,6,22.34
114074,5,26.34
114074,4,25.99
114074,3,27.23
114074,2,25.57
114074,1,27.97
104816,12,44.62
104816,11,19.62
104816,10,34.93
104816,9,21.52
104816,8,37.14
104816,7,37.13
104816,6,35.29
104816,5,28.83
104816,4,23.73
104816,3,43.95
104816,2,28.63
104816,1,33.8
108671,12,48.19
108671,11,54.12
108671,10,50.35
108671,9,43.6
108671,8,39.83
108671,7,43.36
108671,6,37.6
108671,5,56.6
108671,4,51.46
108671,3,61.01
108671,2,49.6
108671,1,50.51
100046,12,20.94
100046,11,24.83
100046,10,32.35
100046,9,29.36
100046,8,30.62
100046,7,8.97
100046,6,10.85
100046,5,8.86
100046,4,10.94
100046,3,17.81
100046,2,18.72
100046,1,24.9
113205,12,44.48
113205,11,16.03
113205,10,37.09
113205,9,36.96
113205,8,39.36
113205,7,35.82
113205,6,25.64
113205,5,18.31
113205,4,24.02
113205,3,17.37
113205,2,31.52
113205,1,19.36
110940,12,54.94
110940,11,43.15
110940,10,42.24
110940,9,48.91
110940,8,41.96
110940,7,34.27
110940,6,43.9
110940,5,42.62
110940,4,37.1
110940,3,40.69
110940,2,40.84
110940,1,42.26
100264,12,0.17
100264,11,0.0
100264,10,9.89
100264,9,6.34
100264,8,14.73
100264,7,18.45
100264,6,0.91
100264,5,20.53
100264,4,20.75
100264,3,15.47
100264,2,11.38
100264,1,0.0
104375,12,35.54
104375,11,39.8
104375,10,38.25
104375,9,36.42
104375,8,27.74
104375,7,35.93
104375,6,40.73
104375,5,44.16
104375,4,24.94
104375,3,39.86
104375,2,33.29
104375,1,28.69
113291,12,24.11
113291,11,31.59
113291,10,36.49
113291,9,50.94
113291,8,37.01
113291,7,23.14
113291,6,39.1
113291,5,41.59
113291,4,30.67
113291,3,45.71
113291,2,30.46
113291,1,15.83
109672,12,41.7
109672,11,43.1
109672,10,29.95
109672,9,38.04
109672,8,21.34
109672,7,27.24
109672,6,34.06
109672,5,29.04
109672,4,23.46
109672,3,35.35
109672,2,35.32
109672,1,48.92
109705,12,69.12
109705,11,55.51
109705,10,56.27
109705,9,55.33
109705,8,65.77
109705,7,60.25
109705,6,43.21
109705,5,57.31
109705,4,38.67
109705,3,62.79
109705,2,54.85
109705,1,45.44
112394,12,49.51
112394,11,39.49
112394,10,39.29
112394,9,55.89
112394,8,44.64
112394,7,53.38
112394,6,56.5
112394,5,48.07
112394,4,42.82
112394,3,53.07
112394,2,39.72
112394,1,44.06
112916,12,22.61
112916,11,20.76
112916,10,28.2
112916,9,11.72
112916,8,5.26
112916,7,7.86
112916,6,12.42
112916,5,20.87
112916,4,0.0
112916,3,20.22
112916,2,31.86
112916,1,8.91
104670,12,14.1
104670,11,32.09
104670,10,26.58
104670,9,22.81
104670,8,37.05
104670,7,33.74
104670,6,14.61
104670,5,26.96
104670,4,6.28
104670,3,28.82
104670,2,21.23
104670,1,15.3
107984,12,38.5
107984,11,31.45
107984,10,32.24
107984,9,46.86
107984,8,41.75
107984,7,38.32
107984,6,26.53
107984,5,37.12
107984,4,34.47
107984,3,40.03
107984,2,42.63
107984,1,47.93
106743,12,43.59
106743,11,33.26
106743,10,45.12
106743,9,65.84
106743,8,51.16
106743,7,59.91
106743,6,57.39
106743,5,34.72
106743,4,47.47
106743,3,60.67
106743,2,56.08
106743,1,58.06
103602,12,49.52
103602,11,70.31
103602,10,41.61
103602,9,59.89
103602,8,47.19
103602,7,64.29
103602,6,50.37
103602,5,57.57
103602,4,55.06
103602,3,28.29
103602,2,50.32
103602,1,50.12
101376,12,27.66
101376,11,22.32
101376,10,38.85
101376,9,41.06
101376,8,16.55
101376,7,10.92
101376,6,24.57
101376,5,31.06
101376,4,14.41
101376,3,8.79
101376,2,25.01
101376,1,26.46
114614,12,58.71
114614,11,69.67
114614,10,77.59
114614,9,50.1
114614,8,58.5
114614,7,39.99
114614,6,55.21
114614,5,46.89
114614,4,46.75
114614,3,44.13
114614,2,46.74
114614,1,41.3
105836,12,42.32
105836,11,52.72
105836,10,69.07
105836,9,52.65
105836,8,55.55
105836,7,50.53
105836,6,51.71
105836,5,64.38
105836,4,49.68
105836,3,50.81
105836,2,42.59
105836,1,49.44
111582,12,26.73
111582,11,22.52
111582,10,26.73
111582,9,32.65
111582,8,25.44
111582,7,16.09
111582,6,20.17
111582,5,18.71
111582,4,40.22
111582,3,20.05
111582,2,17.04
111582,1,17.6
114711,12,61.12
114711,11,43.35
114711,10,65.65
114711,9,54.09
114711,8,31.95
114711,7,53.64
114711,6,42.64
114711,5,67.42
114711,4,57.04
114711,3,48.83
114711,2,48.13
114711,1,51.19
114877,12,17.8
114877,11,32.15
114877,10,24.38
114877,9,31.67
114877,8,32.38
114877,7,47.36
114877,6,34.18
114877,5,20.65
114877,4,23.32
114877,3,30.32
114877,2,17.49
114877,1,32.41
109355,12,33.57
109355,11,61.87
109355,10,48.64
109355,9,57.75
109355,8,26.5
109355,7,45.59
109355,6,52.82
109355,5,57.44
109355,4,56.96
109355,3,32.18
109355,2,40.06
109355,1,52.74
110885,12,17.76
110885,11,0.0
110885,10,17.82
110885,9,0.66
110885,8,16.2
110885,7,2.75
110885,6,9.01
110885,5,7.07
110885,4,18.97
110885,3,6.06
110885,2,5.11
110885,1,11.63
112600,12,42.26
112600,11,59.28
112600,10,32.91
112600,9,55.66
112600,8,60.2
112600,7,20.41
112600,6,32.68
112600,5,28.85
112600,4,34.71
112600,3,34.65
112600,2,33.57
112600,1,46.88
106051,12,25.53
106051,11,21.64
106051,10,26.53
106051,9,13.56
106051,8,7.63
106051,7,23.64
106051,6,46.75
106051,5,33.45
106051,4,18.64
106051,3,25.88
106051,2,11.44
106051,1,24.79
100086,12,26.41
100086,11,53.74
100086,10,24.3
100086,9,51.16
100086,8,31.74
100086,7,39.19
100086,6,38.52
100086,5,44.11
100086,4,25.22
100086,3,28.87
100086,2,40.97
100086,1,26.01
102291,12,51.07
102291,11,62.93
102291,10,37.66
102291,9,46.98
102291,8,53.43
102291,7,58.3
102291,6,37.63
102291,5,54.36
102291,4,42.36
102291,3,64.32
102291,2,55.58
102291,1,56.5
109862,12,29.66
109862,11,18.53
109862,10,30.8
109862,9,37.08
109862,8,23.65
109862,7,10.24
109862,6,25.11
109862,5,57.16
109862,4,26.69
109862,3,29.29
109862,2,37.16
109862,1,23.3
105306,12,24.1
105306,11,15.44
105306,10,12.21
105306,9,4.64
105306,8,19.1
105306,7,12.14
105306,6,20.64
105306,5,15.69
105306,4,18.33
105306,3,19.61
105306,2,34.64
105306,1,16.21
104334,12,43.66
104334,11,44.31
104334,10,46.37
104334,9,46.52
104334,8,36.29
104334,7,47.44
104334,6,37.88
104334,5,34.05
104334,4,33.33
104334,3,50.86
104334,2,37.18
104334,1,33.55
104208,12,45.32
104208,11,25.8
104208,10,42.57
104208,9,45.74
104208,8,47.53
104208,7,43.96
104208,6,45.97
104208,5,22.33
104208,4,31.02
104208,3,31.22
104208,2,48.97
104208,1,34.41
112058,12,16.61
112058,11,18.9
112058,10,17.28
112058,9,21.97
112058,8,10.57
112058,7,13.68
112058,6,20.03
112058,5,32.37
112058,4,21.06
112058,3,18.56
112058,2,24.66
112058,1,20.45
108598,12,23.26
108598,11,16.48
108598,10,29.3
108598,9,12.35
108598,8,12.25
108598,7,13.67
108598,6,6.99
108598,5,28.46
108598,4,18.05
108598,3,1.79
108598,2,28.9
108598,1,8.56
103425,12,28.46
103425,11,26.35
103425,10,31.5
103425,9,37.18
103425,8,36.85
103425,7,22.58
103425,6,39.75
103425,5,23.89
103425,4,12.39
103425,3,19.72
103425,2,24.41
103425,1,19.91
108785,12,48.54
108785,11,68.91
108785,10,48.83
108785,9,60.55
108785,8,57.56
108785,7,54.95
108785,6,55.73
108785,5,61.19
108785,4,54.6
108785,3,56.21
108785,2,57.94
108785,1,43.43
107198,12,30.33
107198,11,55.47
107198,10,42.7
107198,9,50.34
107198,8,57.33
107198,7,34.63
107198,6,58.26
107198,5,30.89
107198,4,43.25
107198,3,20.26
107198,2,21.05
107198,1,33.25
101649,12,52.59
101649,11,66.35
101649,10,57.77
101649,9,53.09
101649,8,50.4
101649,7,48.14
101649,6,64.21
101649,5,41.28
101649,4,54.33
101649,3,46.56
101649,2,37.97
101649,1,58.14
112123,12,38.5
112123,11,48.12
112123,10,29.11
112123,9,41.77
112123,8,49.46
112123,7,38.21
112123,6,23.34
112123,5,51.73
112123,4,48.41
112123,3,39.74
112123,2,37.82
112123,1,45.52
114432,12,55.99
114432,11,30.8
114432,10,58.29
114432,9,51.0
114432,8,57.67
114432,7,43.6
114432,6,55.87
114432,5,59.87
114432,4,43.21
114432,3,63.16
114432,2,63.78
114432,1,51.73
100237,12,23.02
100237,11,37.29
100237,10,23.12
100237,9,28.61
100237,8,27.41
100237,7,15.63
100237,6,10.99
100237,5,7.92
100237,4,16.59
100237,3,15.1
100237,2,24.01
100237,1,20.32
101300,12,29.99
101300,11,27.66
101300,10,3.2
101300,9,7.02
101300,8,44.46
101300,7,27.86
101300,6,19.46
101300,5,5.28
101300,4,14.8
101300,3,9.13
101300,2,0.0
101300,1,0.0
103374,12,29.32
103374,11,36.18
103374,10,43.07
103374,9,28.74
103374,8,35.22
103374,7,26.09
103374,6,34.26
103374,5,42.27
103374,4,25.54
103374,3,31.04
103374,2,30.64
103374,1,29.97
110229,12,24.17
110229,11,19.9
110229,10,34.37
110229,9,42.64
110229,8,22.75
110229,7,15.17
110229,6,26.52
110229,5,25.72
110229,4,32.72
110229,3,44.66
110229,2,35.08
110229,1,27.77
105985,12,25.31
105985,11,40.07
105985,10,29.85
105985,9,41.1
105985,8,41.8
105985,7,34.79
105985,6,30.63
105985,5,32.4
105985,4,27.82
